Image,Label
test_7963,sports_car
test_7964,space_heater
test_7965,water_tower
test_7966,umbrella
test_7967,flagpole
test_7968,bullet_train
test_7969,scoreboard
test_797,CD_player
test_7970,bannister
test_7971,scoreboard
test_7972,brass
test_7973,turnstile
test_7974,water_jug
test_7975,seashore
test_7976,turnstile
test_7977,CD_player
test_7978,water_jug
test_7979,Christmas_stocking
test_798,scoreboard
test_7980,orange
test_7981,CD_player
test_7982,CD_player
test_7983,cash_machine
test_7984,seashore
test_7985,scoreboard
test_7986,barbershop
test_7987,CD_player
test_7988,steel_arch_bridge
test_7989,goose
test_799,bucket
test_7990,bullet_train
test_7991,police_van
test_7992,steel_arch_bridge
test_7993,beach_wagon
test_7994,turnstile
test_7995,stopwatch
test_7996,brass
test_7997,turnstile
test_7998,CD_player
test_7999,alp
test_8,CD_player
test_80,steel_arch_bridge
test_800,scoreboard
test_8000,convertible
test_8001,scoreboard
test_8002,pill_bottle
test_8003,turnstile
test_8004,flagpole
test_8005,swimming_trunks
test_8006,scoreboard
test_8007,brass
test_8008,convertible
test_8009,ladybug
test_801,bannister
test_8010,school_bus
test_8011,cash_machine
test_8012,turnstile
test_8013,cash_machine
test_8014,hourglass
test_8015,jellyfish
test_8016,crane
test_8017,scoreboard
test_8018,desk
test_8019,iPod
test_802,turnstile
test_8020,organ
test_8021,scoreboard
test_8022,trolleybus
test_8023,apron
test_8024,limousine
test_8025,pop_bottle
test_8026,jellyfish
test_8027,lakeside
test_8028,albatross
test_8029,suspension_bridge
test_803,turnstile
test_8030,turnstile
test_8031,scoreboard
test_8032,scoreboard
test_8033,computer_keyboard
test_8034,cash_machine
test_8035,pill_bottle
test_8036,scoreboard
test_8037,seashore
test_8038,turnstile
test_8039,albatross
test_804,drumstick
test_8040,brass
test_8041,pill_bottle
test_8042,refrigerator
test_8043,bannister
test_8044,coral_reef
test_8045,jellyfish
test_8046,scoreboard
test_8047,pop_bottle
test_8048,turnstile
test_8049,beaker
test_805,poncho
test_8050,American_alligator
test_8051,cash_machine
test_8052,refrigerator
test_8053,thatch
test_8054,scoreboard
test_8055,CD_player
test_8056,CD_player
test_8057,nail
test_8058,turnstile
test_8059,coral_reef
test_806,ice_cream
test_8060,refrigerator
test_8061,turnstile
test_8062,brass
test_8063,scoreboard
test_8064,beacon
test_8065,umbrella
test_8066,scoreboard
test_8067,moving_van
test_8068,remote_control
test_8069,turnstile
test_807,CD_player
test_8070,scoreboard
test_8071,turnstile
test_8072,abacus
test_8073,CD_player
test_8074,moving_van
test_8075,organ
test_8076,bannister
test_8077,acorn
test_8078,brass
test_8079,computer_keyboard
test_808,brass
test_8080,parking_meter
test_8081,police_van
test_8082,scoreboard
test_8083,pay-phone
test_8084,brass
test_8085,fountain
test_8086,crane
test_8087,scoreboard
test_8088,trolleybus
test_8089,backpack
test_809,bee
test_8090,umbrella
test_8091,CD_player
test_8092,abacus
test_8093,pay-phone
test_8094,steel_arch_bridge
test_8095,basketball
test_8096,-
test_8097,gondola
test_8098,space_heater
test_8099,freight_car
test_81,beacon
test_810,goose
test_8100,nail
test_8101,turnstile
test_8102,CD_player
test_8103,scoreboard
test_8104,turnstile
test_8105,brass
test_8106,turnstile
test_8107,parking_meter
test_8108,CD_player
test_8109,dining_table
test_811,umbrella
test_8110,sea_slug
test_8111,CD_player
test_8112,cash_machine
test_8113,chimpanzee
test_8114,scoreboard
test_8115,scoreboard
test_8116,goose
test_8117,apron
test_8118,CD_player
test_8119,school_bus
test_812,steel_arch_bridge
test_8120,king_penguin
test_8121,barbershop
test_8122,moving_van
test_8123,computer_keyboard
test_8124,moving_van
test_8125,CD_player
test_8126,fly
test_8127,scoreboard
test_8128,scoreboard
test_8129,jinrikisha
test_813,scoreboard
test_8130,poncho
test_8131,-
test_8132,bullet_train
test_8133,brass
test_8134,cash_machine
test_8135,sock
test_8136,CD_player
test_8137,steel_arch_bridge
test_8138,turnstile
test_8139,-
test_814,chest
test_8140,nail
test_8141,scoreboard
test_8142,jellyfish
test_8143,organ
test_8144,beaker
test_8145,orange
test_8146,jellyfish
test_8147,-
test_8148,turnstile
test_8149,cash_machine
test_815,cash_machine
test_8150,refrigerator
test_8151,seashore
test_8152,brass
test_8153,scoreboard
test_8154,flagpole
test_8155,jellyfish
test_8156,hourglass
test_8157,computer_keyboard
test_8158,crane
test_8159,CD_player
test_816,turnstile
test_8160,American_alligator
test_8161,brass
test_8162,scoreboard
test_8163,sombrero
test_8164,scoreboard
test_8165,scoreboard
test_8166,CD_player
test_8167,scoreboard
test_8168,bannister
test_8169,scoreboard
test_817,turnstile
test_8170,iPod
test_8171,scoreboard
test_8172,brass
test_8173,albatross
test_8174,iPod
test_8175,goose
test_8176,steel_arch_bridge
test_8177,space_heater
test_8178,jinrikisha
test_8179,remote_control
test_818,brass
test_8180,remote_control
test_8181,remote_control
test_8182,turnstile
test_8183,computer_keyboard
test_8184,organ
test_8185,fountain
test_8186,scoreboard
test_8187,CD_player
test_8188,spiny_lobster
test_8189,scoreboard
test_819,-
test_8190,apron
test_8191,seashore
test_8192,school_bus
test_8193,go-kart
test_8194,CD_player
test_8195,turnstile
test_8196,CD_player
test_8197,abacus
test_8198,police_van
test_8199,brass
test_82,nail
test_820,CD_player
test_8200,freight_car
test_8201,coral_reef
test_8202,chest
test_8203,turnstile
test_8204,sports_car
test_8205,CD_player
test_8206,turnstile
test_8207,water_tower
test_8208,ladybug
test_8209,comic_book
test_821,moving_van
test_8210,CD_player
test_8211,jellyfish
test_8212,police_van
test_8213,steel_arch_bridge
test_8214,scoreboard
test_8215,sports_car
test_8216,pill_bottle
test_8217,turnstile
test_8218,remote_control
test_8219,drumstick
test_822,scoreboard
test_8220,lifeboat
test_8221,seashore
test_8222,chest
test_8223,scoreboard
test_8224,turnstile
test_8225,scoreboard
test_8226,bannister
test_8227,flagpole
test_8228,police_van
test_8229,CD_player
test_823,CD_player
test_8230,beaker
test_8231,bison
test_8232,umbrella
test_8233,turnstile
test_8234,bullet_train
test_8235,scoreboard
test_8236,cardigan
test_8237,confectionery
test_8238,computer_keyboard
test_8239,space_heater
test_824,turnstile
test_8240,scoreboard
test_8241,binoculars
test_8242,computer_keyboard
test_8243,scoreboard
test_8244,scoreboard
test_8245,scoreboard
test_8246,remote_control
test_8247,gondola
test_8248,sock
test_8249,CD_player
test_825,crane
test_8250,cash_machine
test_8251,flagpole
test_8252,turnstile
test_8253,steel_arch_bridge
test_8254,king_penguin
test_8255,flagpole
test_8256,refrigerator
test_8257,brass
test_8258,Christmas_stocking
test_8259,steel_arch_bridge
test_826,brass
test_8260,jinrikisha
test_8261,turnstile
test_8262,chest
test_8263,sock
test_8264,scoreboard
test_8265,police_van
test_8266,scoreboard
test_8267,sock
test_8268,scoreboard
test_8269,organ
test_827,turnstile
test_8270,scoreboard
test_8271,hourglass
test_8272,iPod
test_8273,spiny_lobster
test_8274,backpack
test_8275,CD_player
test_8276,CD_player
test_8277,moving_van
test_8278,coral_reef
test_8279,water_jug
test_828,scoreboard
test_8280,freight_car
test_8281,steel_arch_bridge
test_8282,poncho
test_8283,CD_player
test_8284,jinrikisha
test_8285,bannister
test_8286,convertible
test_8287,bullet_train
test_8288,scoreboard
test_8289,scoreboard
test_829,scoreboard
test_8290,iPod
test_8291,scoreboard
test_8292,jinrikisha
test_8293,moving_van
test_8294,comic_book
test_8295,bullet_train
test_8296,scoreboard
test_8297,steel_arch_bridge
test_8298,poncho
test_8299,steel_arch_bridge
test_83,turnstile
test_830,scoreboard
test_8300,CD_player
test_8301,brass
test_8302,stopwatch
test_8303,goose
test_8304,seashore
test_8305,computer_keyboard
test_8306,turnstile
test_8307,cannon
test_8308,hourglass
test_8309,gondola
test_831,scoreboard
test_8310,CD_player
test_8311,CD_player
test_8312,bucket
test_8313,scoreboard
test_8314,poncho
test_8315,CD_player
test_8316,jellyfish
test_8317,brass
test_8318,bullet_train
test_8319,CD_player
test_832,cardigan
test_8320,barrel
test_8321,CD_player
test_8322,goose
test_8323,scoreboard
test_8324,CD_player
test_8325,scoreboard
test_8326,jinrikisha
test_8327,swimming_trunks
test_8328,scoreboard
test_8329,moving_van
test_833,-
test_8330,steel_arch_bridge
test_8331,picket_fence
test_8332,scoreboard
test_8333,turnstile
test_8334,abacus
test_8335,turnstile
test_8336,police_van
test_8337,rocking_chair
test_8338,apron
test_8339,lemon
test_834,steel_arch_bridge
test_8340,freight_car
test_8341,gondola
test_8342,CD_player
test_8343,CD_player
test_8344,convertible
test_8345,turnstile
test_8346,suspension_bridge
test_8347,alp
test_8348,bison
test_8349,scoreboard
test_835,pop_bottle
test_8350,-
test_8351,limousine
test_8352,computer_keyboard
test_8353,apron
test_8354,bucket
test_8355,sea_slug
test_8356,parking_meter
test_8357,CD_player
test_8358,albatross
test_8359,scoreboard
test_836,scoreboard
test_8360,pill_bottle
test_8361,brass
test_8362,oboe
test_8363,turnstile
test_8364,picket_fence
test_8365,CD_player
test_8366,brass
test_8367,trolleybus
test_8368,brass
test_8369,parking_meter
test_837,albatross
test_8370,crane
test_8371,barbershop
test_8372,CD_player
test_8373,computer_keyboard
test_8374,cash_machine
test_8375,CD_player
test_8376,scoreboard
test_8377,turnstile
test_8378,CD_player
test_8379,poncho
test_838,dam
test_8380,computer_keyboard
test_8381,CD_player
test_8382,crane
test_8383,moving_van
test_8384,jellyfish
test_8385,brass
test_8386,spiny_lobster
test_8387,pill_bottle
test_8388,CD_player
test_8389,stopwatch
test_839,coral_reef
test_8390,kimono
test_8391,cash_machine
test_8392,turnstile
test_8393,cash_machine
test_8394,drumstick
test_8395,albatross
test_8396,bucket
test_8397,CD_player
test_8398,snorkel
test_8399,scoreboard
test_84,CD_player
test_840,scorpion
test_8400,cash_machine
test_8401,CD_player
test_8402,refrigerator
test_8403,brass
test_8404,crane
test_8405,poncho
test_8406,lemon
test_8407,beaker
test_8408,scoreboard
test_8409,lampshade
test_841,stopwatch
test_8410,computer_keyboard
test_8411,chain
test_8412,bucket
test_8413,brass
test_8414,scoreboard
test_8415,scoreboard
test_8416,stopwatch
test_8417,alp
test_8418,cash_machine
test_8419,brass
test_842,nail
test_8420,acorn
test_8421,turnstile
test_8422,trolleybus
test_8423,-
test_8424,space_heater
test_8425,bucket
test_8426,gondola
test_8427,trolleybus
test_8428,brass
test_8429,scoreboard
test_843,bannister
test_8430,Christmas_stocking
test_8431,cash_machine
test_8432,cash_machine
test_8433,albatross
test_8434,scoreboard
test_8435,CD_player
test_8436,umbrella
test_8437,CD_player
test_8438,CD_player
test_8439,jellyfish
test_844,moving_van
test_8440,cash_machine
test_8441,scoreboard
test_8442,scoreboard
test_8443,barrel
test_8444,organ
test_8445,teapot
test_8446,umbrella
test_8447,turnstile
test_8448,scoreboard
test_8449,seashore
test_845,scoreboard
test_8450,scoreboard
test_8451,turnstile
test_8452,scoreboard
test_8453,abacus
test_8454,turnstile
test_8455,organ
test_8456,seashore
test_8457,sewing_machine
test_8458,moving_van
test_8459,refrigerator
test_846,turnstile
test_8460,turnstile
test_8461,turnstile
test_8462,turnstile
test_8463,CD_player
test_8464,abacus
test_8465,turnstile
test_8466,scoreboard
test_8467,pill_bottle
test_8468,turnstile
test_8469,bullet_train
test_847,bucket
test_8470,flagpole
test_8471,scoreboard
test_8472,scoreboard
test_8473,gondola
test_8474,oboe
test_8475,albatross
test_8476,organ
test_8477,goose
test_8478,scoreboard
test_8479,iPod
test_848,jellyfish
test_8480,seashore
test_8481,turnstile
test_8482,orangutan
test_8483,gondola
test_8484,space_heater
test_8485,scoreboard
test_8486,turnstile
test_8487,brass
test_8488,barbershop
test_8489,confectionery
test_849,alp
test_8490,moving_van
test_8491,cash_machine
test_8492,scoreboard
test_8493,convertible
test_8494,turnstile
test_8495,abacus
test_8496,scoreboard
test_8497,cash_machine
test_8498,brass
test_8499,scoreboard
test_85,king_penguin
test_850,beacon
test_8500,gasmask
test_8501,water_tower
test_8502,albatross
test_8503,scoreboard
test_8504,-
test_8505,turnstile
test_8506,moving_van
test_8507,scoreboard
test_8508,turnstile
test_8509,CD_player
test_851,scoreboard
test_8510,albatross
test_8511,tractor
test_8512,pay-phone
test_8513,beach_wagon
test_8514,turnstile
test_8515,CD_player
test_8516,sewing_machine
test_8517,sports_car
test_8518,trilobite
test_8519,scoreboard
test_852,fountain
test_8520,birdhouse
test_8521,sports_car
test_8522,confectionery
test_8523,turnstile
test_8524,barn
test_8525,turnstile
test_8526,space_heater
test_8527,pill_bottle
test_8528,brass
test_8529,brain_coral
test_853,convertible
test_8530,-
test_8531,neck_brace
test_8532,CD_player
test_8533,-
test_8534,poncho
test_8535,confectionery
test_8536,umbrella
test_8537,comic_book
test_8538,jellyfish
test_8539,alp
test_854,cash_machine
test_8540,moving_van
test_8541,convertible
test_8542,turnstile
test_8543,sports_car
test_8544,turnstile
test_8545,freight_car
test_8546,lakeside
test_8547,beach_wagon
test_8548,pop_bottle
test_8549,apron
test_855,rocking_chair
test_8550,gondola
test_8551,freight_car
test_8552,computer_keyboard
test_8553,CD_player
test_8554,computer_keyboard
test_8555,scoreboard
test_8556,spider_web
test_8557,abacus
test_8558,bucket
test_8559,gondola
test_856,computer_keyboard
test_8560,steel_arch_bridge
test_8561,king_penguin
test_8562,bullet_train
test_8563,space_heater
test_8564,brass
test_8565,pill_bottle
test_8566,scoreboard
test_8567,pop_bottle
test_8568,refrigerator
test_8569,stopwatch
test_857,pill_bottle
test_8570,scoreboard
test_8571,bullet_train
test_8572,CD_player
test_8573,lemon
test_8574,scoreboard
test_8575,abacus
test_8576,refrigerator
test_8577,scoreboard
test_8578,cash_machine
test_8579,convertible
test_858,cash_machine
test_8580,iPod
test_8581,coral_reef
test_8582,goose
test_8583,scoreboard
test_8584,turnstile
test_8585,computer_keyboard
test_8586,fountain
test_8587,scoreboard
test_8588,-
test_8589,scoreboard
test_859,brass
test_8590,hourglass
test_8591,turnstile
test_8592,CD_player
test_8593,brass
test_8594,water_jug
test_8595,brass
test_8596,chain
test_8597,jellyfish
test_8598,fountain
test_8599,kimono
test_86,sea_slug
test_860,bathtub
test_8600,albatross
test_8601,-
test_8602,computer_keyboard
test_8603,-
test_8604,scoreboard
test_8605,scoreboard
test_8606,moving_van
test_8607,sock
test_8608,scorpion
test_8609,bannister
test_861,turnstile
test_8610,parking_meter
test_8611,spider_web
test_8612,space_heater
test_8613,turnstile
test_8614,king_penguin
test_8615,scoreboard
test_8616,pop_bottle
test_8617,Persian_cat
test_8618,backpack
test_8619,brass
test_862,scoreboard
test_8620,abacus
test_8621,space_heater
test_8622,scoreboard
test_8623,scoreboard
test_8624,oboe
test_8625,brass
test_8626,scoreboard
test_8627,beacon
test_8628,CD_player
test_8629,scoreboard
test_863,viaduct
test_8630,computer_keyboard
test_8631,seashore
test_8632,albatross
test_8633,cash_machine
test_8634,bucket
test_8635,spiny_lobster
test_8636,crane
test_8637,oboe
test_8638,turnstile
test_8639,remote_control
test_864,abacus
test_8640,pop_bottle
test_8641,remote_control
test_8642,jinrikisha
test_8643,swimming_trunks
test_8644,comic_book
test_8645,convertible
test_8646,CD_player
test_8647,organ
test_8648,police_van
test_8649,CD_player
test_865,turnstile
test_8650,turnstile
test_8651,pill_bottle
test_8652,jellyfish
test_8653,walking_stick
test_8654,water_jug
test_8655,scoreboard
test_8656,confectionery
test_8657,computer_keyboard
test_8658,space_heater
test_8659,sports_car
test_866,steel_arch_bridge
test_8660,albatross
test_8661,hourglass
test_8662,stopwatch
test_8663,scoreboard
test_8664,turnstile
test_8665,beacon
test_8666,barrel
test_8667,CD_player
test_8668,convertible
test_8669,birdhouse
test_867,cash_machine
test_8670,umbrella
test_8671,CD_player
test_8672,cash_machine
test_8673,freight_car
test_8674,turnstile
test_8675,brass
test_8676,CD_player
test_8677,scoreboard
test_8678,space_heater
test_8679,teddy
test_868,turnstile
test_8680,computer_keyboard
test_8681,convertible
test_8682,Christmas_stocking
test_8683,flagpole
test_8684,scoreboard
test_8685,albatross
test_8686,scoreboard
test_8687,scorpion
test_8688,cash_machine
test_8689,cash_machine
test_869,turnstile
test_8690,scoreboard
test_8691,turnstile
test_8692,cash_machine
test_8693,scoreboard
test_8694,scoreboard
test_8695,pill_bottle
test_8696,backpack
test_8697,scoreboard
test_8698,bannister
test_8699,spider_web
test_87,fountain
test_870,scoreboard
test_8700,lakeside
test_8701,brass
test_8702,hourglass
test_8703,sea_slug
test_8704,bannister
test_8705,turnstile
test_8706,umbrella
test_8707,bullet_train
test_8708,Christmas_stocking
test_8709,beacon
test_871,flagpole
test_8710,refrigerator
test_8711,freight_car
test_8712,computer_keyboard
test_8713,brass
test_8714,cash_machine
test_8715,scoreboard
test_8716,-
test_8717,suspension_bridge
test_8718,turnstile
test_8719,CD_player
test_872,scoreboard
test_8720,jellyfish
test_8721,steel_arch_bridge
test_8722,barn
test_8723,albatross
test_8724,cardigan
test_8725,turnstile
test_8726,scoreboard
test_8727,scoreboard
test_8728,cash_machine
test_8729,drumstick
test_873,gondola
test_8730,scoreboard
test_8731,brass
test_8732,sock
test_8733,crane
test_8734,jellyfish
test_8735,pill_bottle
test_8736,scoreboard
test_8737,bullet_train
test_8738,alp
test_8739,brass
test_874,beaker
test_8740,CD_player
test_8741,goose
test_8742,iPod
test_8743,poncho
test_8744,computer_keyboard
test_8745,pop_bottle
test_8746,turnstile
test_8747,space_heater
test_8748,sock
test_8749,scoreboard
test_875,steel_arch_bridge
test_8750,-
test_8751,drumstick
test_8752,steel_arch_bridge
test_8753,scoreboard
test_8754,pill_bottle
test_8755,turnstile
test_8756,scoreboard
test_8757,crane
test_8758,scoreboard
test_8759,turnstile
test_876,stopwatch
test_8760,-
test_8761,refrigerator
test_8762,cash_machine
test_8763,scoreboard
test_8764,iPod
test_8765,scoreboard
test_8766,gondola
test_8767,poncho
test_8768,turnstile
test_8769,brass
test_877,snorkel
test_8770,scoreboard
test_8771,sea_slug
test_8772,scoreboard
test_8773,scoreboard
test_8774,CD_player
test_8775,comic_book
test_8776,apron
test_8777,scoreboard
test_8778,sombrero
test_8779,CD_player
test_878,brass
test_8780,crane
test_8781,scoreboard
test_8782,crane
test_8783,broom
test_8784,bell_pepper
test_8785,scoreboard
test_8786,brass
test_8787,alp
test_8788,poncho
test_8789,brass
test_879,poncho
test_8790,scoreboard
test_8791,water_jug
test_8792,scoreboard
test_8793,-
test_8794,CD_player
test_8795,coral_reef
test_8796,brass
test_8797,CD_player
test_8798,stopwatch
test_8799,CD_player
test_88,scoreboard
test_880,flagpole
test_8800,bucket
test_8801,CD_player
test_8802,convertible
test_8803,goose
test_8804,crane
test_8805,scoreboard
test_8806,bullet_train
test_8807,refrigerator
test_8808,bannister
test_8809,-
test_881,poncho
test_8810,steel_arch_bridge
test_8811,computer_keyboard
test_8812,computer_keyboard
test_8813,meat_loaf
test_8814,scoreboard
test_8815,abacus
test_8816,scoreboard
test_8817,scoreboard
test_8818,scoreboard
test_8819,scoreboard
test_882,seashore
test_8820,moving_van
test_8821,desk
test_8822,CD_player
test_8823,police_van
test_8824,oboe
test_8825,CD_player
test_8826,steel_arch_bridge
test_8827,crane
test_8828,beacon
test_8829,refrigerator
test_883,school_bus
test_8830,comic_book
test_8831,turnstile
test_8832,bullet_train
test_8833,gondola
test_8834,stopwatch
test_8835,scoreboard
test_8836,turnstile
test_8837,CD_player
test_8838,jinrikisha
test_8839,CD_player
test_884,computer_keyboard
test_8840,cliff
test_8841,rocking_chair
test_8842,scoreboard
test_8843,brass
test_8844,bucket
test_8845,CD_player
test_8846,bucket
test_8847,scoreboard
test_8848,stopwatch
test_8849,organ
test_885,steel_arch_bridge
test_8850,scoreboard
test_8851,albatross
test_8852,turnstile
test_8853,jellyfish
test_8854,computer_keyboard
test_8855,scoreboard
test_8856,CD_player
test_8857,turnstile
test_8858,albatross
test_8859,scoreboard
test_886,trolleybus
test_8860,scoreboard
test_8861,desk
test_8862,trolleybus
test_8863,abacus
test_8864,brass
test_8865,convertible
test_8866,sock
test_8867,brass
test_8868,scoreboard
test_8869,stopwatch
test_887,rocking_chair
test_8870,turnstile
test_8871,gondola
test_8872,scoreboard
test_8873,steel_arch_bridge
test_8874,king_penguin
test_8875,turnstile
test_8876,parking_meter
test_8877,beaker
test_8878,freight_car
test_8879,steel_arch_bridge
test_888,water_tower
test_8880,scoreboard
test_8881,scoreboard
test_8882,chest
test_8883,space_heater
test_8884,albatross
test_8885,scoreboard
test_8886,brass
test_8887,apron
test_8888,backpack
test_8889,sock
test_889,apron
test_8890,turnstile
test_8891,brass
test_8892,turnstile
test_8893,scoreboard
test_8894,brass
test_8895,scoreboard
test_8896,brass
test_8897,fly
test_8898,jinrikisha
test_8899,scoreboard
test_89,moving_van
test_890,turnstile
test_8900,space_heater
test_8901,scoreboard
test_8902,scoreboard
test_8903,remote_control
test_8904,fountain
test_8905,crane
test_8906,organ
test_8907,freight_car
test_8908,orange
test_8909,apron
test_891,birdhouse
test_8910,turnstile
test_8911,scoreboard
test_8912,brass
test_8913,cash_machine
test_8914,brass
test_8915,water_jug
test_8916,turnstile
test_8917,scoreboard
test_8918,CD_player
test_8919,scoreboard
test_892,CD_player
test_8920,cash_machine
test_8921,sewing_machine
test_8922,crane
test_8923,scoreboard
test_8924,scoreboard
test_8925,CD_player
test_8926,scoreboard
test_8927,flagpole
test_8928,brass
test_8929,nail
test_893,spider_web
test_8930,jellyfish
test_8931,steel_arch_bridge
test_8932,flagpole
test_8933,reel
test_8934,refrigerator
test_8935,suspension_bridge
test_8936,flagpole
test_8937,moving_van
test_8938,scoreboard
test_8939,-
test_894,desk
test_8940,turnstile
test_8941,police_van
test_8942,chest
test_8943,comic_book
test_8944,trolleybus
test_8945,sea_slug
test_8946,flagpole
test_8947,CD_player
test_8948,chest
test_8949,scoreboard
test_895,cash_machine
test_8950,jinrikisha
test_8951,spiny_lobster
test_8952,convertible
test_8953,-
test_8954,trolleybus
test_8955,pill_bottle
test_8956,steel_arch_bridge
test_8957,CD_player
test_8958,flagpole
test_8959,refrigerator
test_896,cardigan
test_8960,turnstile
test_8961,backpack
test_8962,jellyfish
test_8963,scoreboard
test_8964,brass
test_8965,scoreboard
test_8966,ice_cream
test_8967,brass
test_8968,brass
test_8969,brass
test_897,turnstile
test_8970,brass
test_8971,birdhouse
test_8972,chest
test_8973,bullet_train
test_8974,brass
test_8975,turnstile
test_8976,barbershop
test_8977,scoreboard
test_8978,seashore
test_8979,convertible
test_898,freight_car
test_8980,basketball
test_8981,hourglass
test_8982,sea_slug
test_8983,brass
test_8984,bannister
test_8985,water_tower
test_8986,water_jug
test_8987,brass
test_8988,rocking_chair
test_8989,brass
test_899,computer_keyboard
test_8990,beacon
test_8991,swimming_trunks
test_8992,backpack
test_8993,drumstick
test_8994,steel_arch_bridge
test_8995,CD_player
test_8996,beacon
test_8997,goose
test_8998,alp
test_8999,brass
test_9,-
test_90,coral_reef
test_900,bullet_train
test_9000,space_heater
test_9001,scoreboard
test_9002,walking_stick
test_9003,brass
test_9004,scoreboard
test_9005,alp
test_9006,beaker
test_9007,brass
test_9008,scoreboard
test_9009,brass
test_901,suspension_bridge
test_9010,sea_slug
test_9011,sea_slug
test_9012,comic_book
test_9013,beacon
test_9014,-
test_9015,scoreboard
test_9016,scoreboard
test_9017,scoreboard
test_9018,steel_arch_bridge
test_9019,barbershop
test_902,pop_bottle
test_9020,dam
test_9021,iPod
test_9022,CD_player
test_9023,steel_arch_bridge
test_9024,alp
test_9025,swimming_trunks
test_9026,CD_player
test_9027,CD_player
test_9028,beaker
test_9029,scoreboard
test_903,scoreboard
test_9030,iPod
test_9031,gondola
test_9032,police_van
test_9033,turnstile
test_9034,lakeside
test_9035,lifeboat
test_9036,spider_web
test_9037,beach_wagon
test_9038,jinrikisha
test_9039,scoreboard
test_904,flagpole
test_9040,cash_machine
test_9041,freight_car
test_9042,crane
test_9043,scoreboard
test_9044,scoreboard
test_9045,bucket
test_9046,jinrikisha
test_9047,brass
test_9048,computer_keyboard
test_9049,beach_wagon
test_905,moving_van
test_9050,convertible
test_9051,scoreboard
test_9052,seashore
test_9053,-
test_9054,abacus
test_9055,punching_bag
test_9056,cash_machine
test_9057,bikini
test_9058,rocking_chair
test_9059,goose
test_906,apron
test_9060,moving_van
test_9061,organ
test_9062,flagpole
test_9063,scoreboard
test_9064,comic_book
test_9065,CD_player
test_9066,turnstile
test_9067,brass
test_9068,alp
test_9069,brass
test_907,alp
test_9070,kimono
test_9071,CD_player
test_9072,steel_arch_bridge
test_9073,scoreboard
test_9074,stopwatch
test_9075,kimono
test_9076,turnstile
test_9077,rocking_chair
test_9078,limousine
test_9079,albatross
test_908,king_penguin
test_9080,CD_player
test_9081,candle
test_9082,oboe
test_9083,seashore
test_9084,steel_arch_bridge
test_9085,stopwatch
test_9086,iPod
test_9087,lampshade
test_9088,iPod
test_9089,apron
test_909,flagpole
test_9090,confectionery
test_9091,brass
test_9092,space_heater
test_9093,CD_player
test_9094,spider_web
test_9095,moving_van
test_9096,American_alligator
test_9097,turnstile
test_9098,seashore
test_9099,police_van
test_91,turnstile
test_910,steel_arch_bridge
test_9100,turnstile
test_9101,CD_player
test_9102,-
test_9103,CD_player
test_9104,space_heater
test_9105,reel
test_9106,freight_car
test_9107,snorkel
test_9108,computer_keyboard
test_9109,abacus
test_911,steel_arch_bridge
test_9110,scoreboard
test_9111,steel_arch_bridge
test_9112,suspension_bridge
test_9113,trolleybus
test_9114,-
test_9115,scoreboard
test_9116,bannister
test_9117,backpack
test_9118,abacus
test_9119,brass
test_912,scoreboard
test_9120,sports_car
test_9121,brass
test_9122,school_bus
test_9123,spider_web
test_9124,scoreboard
test_9125,steel_arch_bridge
test_9126,cash_machine
test_9127,turnstile
test_9128,scoreboard
test_9129,scoreboard
test_913,gondola
test_9130,steel_arch_bridge
test_9131,Christmas_stocking
test_9132,computer_keyboard
test_9133,steel_arch_bridge
test_9134,steel_arch_bridge
test_9135,Christmas_stocking
test_9136,backpack
test_9137,pop_bottle
test_9138,turnstile
test_9139,coral_reef
test_914,sewing_machine
test_9140,steel_arch_bridge
test_9141,cash_machine
test_9142,orange
test_9143,pop_bottle
test_9144,freight_car
test_9145,lakeside
test_9146,kimono
test_9147,abacus
test_9148,scoreboard
test_9149,pole
test_915,space_heater
test_9150,-
test_9151,CD_player
test_9152,CD_player
test_9153,scoreboard
test_9154,space_heater
test_9155,scoreboard
test_9156,pretzel
test_9157,cash_machine
test_9158,scoreboard
test_9159,turnstile
test_916,pill_bottle
test_9160,brain_coral
test_9161,computer_keyboard
test_9162,crane
test_9163,scoreboard
test_9164,scoreboard
test_9165,spiny_lobster
test_9166,computer_keyboard
test_9167,scoreboard
test_9168,scoreboard
test_9169,beaker
test_917,lakeside
test_9170,umbrella
test_9171,scoreboard
test_9172,CD_player
test_9173,sunglasses
test_9174,umbrella
test_9175,turnstile
test_9176,turnstile
test_9177,go-kart
test_9178,seashore
test_9179,scoreboard
test_918,scoreboard
test_9180,brass
test_9181,pill_bottle
test_9182,freight_car
test_9183,pill_bottle
test_9184,steel_arch_bridge
test_9185,scoreboard
test_9186,brass
test_9187,scoreboard
test_9188,broom
test_9189,bullet_train
test_919,trolleybus
test_9190,scoreboard
test_9191,poncho
test_9192,scoreboard
test_9193,computer_keyboard
test_9194,birdhouse
test_9195,water_tower
test_9196,steel_arch_bridge
test_9197,crane
test_9198,poncho
test_9199,coral_reef
test_92,pay-phone
test_920,lifeboat
test_9200,reel
test_9201,hog
test_9202,steel_arch_bridge
test_9203,lemon
test_9204,turnstile
test_9205,cardigan
test_9206,jellyfish
test_9207,brass
test_9208,bullet_train
test_9209,refrigerator
test_921,convertible
test_9210,scoreboard
test_9211,parking_meter
test_9212,scoreboard
test_9213,backpack
test_9214,computer_keyboard
